"group" "ints" "reals"
"795" "c" 7 0.0500159503895069
"796" "a" 4 1.92178937540182
"797" "a" 6 -1.26488818935921
"798" "c" 4 -0.0587010277749819
"799" "a" 3 0.865186620959138
"800" "a" 4 0.622753631479174
"801" "b" 4 -0.821490357987951
"802" "c" 6 -0.218393772202031
"803" "a" 3 -0.679326064948292
"804" "c" 5 1.18371727924017
"805" "c" 2 -0.269173483159847
"806" "b" 4 0.0165679235558984
"807" "b" 5 0.131289750765239
"808" "c" 4 -0.0678992574500903
"809" "c" 6 0.289102758810437
"810" "a" 6 0.192697862603777
"811" "c" 4 0.176863463883183
"812" "c" 3 -0.526878364826441
"813" "b" 4 -1.0652486929638
"814" "c" 6 1.03437618275095
"815" "c" 3 0.348706828536293
"816" "c" 6 1.10988751846493
"817" "b" 3 -0.438414707932796
"818" "c" 5 1.10258487511468
"819" "c" 3 -1.30389850836385
"820" "b" 5 0.0297922602534907
"821" "a" 5 0.0656649988240008
"822" "b" 4 -0.480888347395714
"823" "a" 6 -1.70800523918939
"824" "b" 6 0.880200638101881
"825" "a" 4 -0.25919431661376
"826" "b" 5 0.109971832513242
"827" "a" 6 0.470623382653257
"828" "b" 8 -0.00480768695452077
"829" "a" 5 0.0922830068447005
"830" "a" 4 0.853217530560295
"831" "a" 5 0.0173738874692547
"832" "c" 5 0.970169790869897
"833" "b" 4 1.1427061304665
"834" "c" 4 -0.67854039734252
"835" "c" 7 0.85658921238104
"836" "b" 3 0.393720646057098
"837" "b" 5 -0.551964847706487
"838" "a" 5 -1.29417862561678
"839" "c" 5 1.03779606722359
"840" "b" 4 -1.03539100544164
"841" "a" 4 0.841492672682388
"842" "b" 9 -0.67081220010348
"843" "a" 4 -0.967736258744277
"844" "a" 4 -0.69797601414364
"845" "c" 5 0.143039709969397
"846" "c" 5 0.633154617617443
"847" "b" 4 -0.647169000779779
"848" "a" 4 -0.417115401206705
"849" "c" 7 -0.950954412306722
"850" "a" 3 -2.61616536583857
"851" "b" 7 -0.448559239300872
"852" "b" 6 -0.799936014601697
"853" "b" 6 -0.825774567678115
"854" "a" 8 2.00920444227616
"855" "c" 3 0.777433443391686
"856" "a" 8 0.187538282302639
"857" "b" 4 0.421891702042383
"858" "b" 6 0.146562710153163
"859" "a" 6 -2.14180636669853
"860" "c" 7 1.96636693366292
"861" "c" 2 -0.266977050711644
"862" "c" 7 2.24497402254286
"863" "b" 3 -0.350797301249152
"864" "a" 5 -0.290034640160422
"865" "a" 4 -0.71675892707343
"866" "c" 5 -0.274672433374693
"867" "a" 6 0.894368425871568
"868" "c" 5 0.250209595552251
"869" "b" 4 1.4410084433639
"870" "a" 6 -1.58771517776429
"871" "a" 8 0.203632583245395
"872" "b" 5 0.397485718179487
"873" "a" 3 -0.729878890513467
"874" "c" 4 0.916289291064381
"875" "b" 4 2.02947174261653
"876" "a" 3 1.08057943968964
"877" "c" 4 0.0235877539767846
"878" "b" 3 -0.511137752957978
"879" "b" 4 0.722315354284606
"880" "a" 3 0.0441257561284462
"881" "a" 4 1.21894500891857
"882" "c" 6 -1.22800726013074
"883" "a" 5 -2.3148995881954
"884" "c" 5 -0.0902740798496007
"885" "c" 5 0.0367079607136485
"886" "b" 5 -2.18214365793058
"887" "b" 4 1.93971856051333
"888" "c" 2 -1.00359851920158
"889" "b" 7 1.42254807882532
"890" "c" 4 0.688441644194038
"891" "a" 6 0.601585287238424
"892" "a" 4 0.0594152023716152
"893" "b" 3 -0.407671004046716
"894" "a" 6 0.450322123478516
"895" "a" 4 -0.22331951247027
"896" "a" 6 2.15786030418168
"897" "c" 7 0.578445507446169
"898" "b" 3 -1.38588180660474
"899" "c" 6 1.1956032172327
"900" "a" 1 0.269233443433611
"901" "a" 4 0.0456749009983402
"902" "c" 5 0.473739545611673
"903" "b" 3 0.754487635603277
"904" "b" 9 -0.516746588424557
"905" "a" 4 -0.328675267670419
"906" "a" 2 -1.12712174345944
"907" "b" 3 1.15007088273395
"908" "c" 7 -0.419786132075791
"909" "c" 4 0.576606061883725
"910" "a" 6 0.0266795392119154
"911" "a" 3 0.241328071978126
"912" "b" 2 -0.497084838610369
"913" "a" 5 0.839444008425813
"914" "a" 2 -1.30635309365164
"915" "b" 6 -0.540888593462503
"916" "c" 7 -0.775300800147242
"917" "a" 2 1.46391998611748
"918" "c" 5 0.461604620269672
"919" "a" 5 1.7749241959112
"920" "a" 6 0.263599085894124
"921" "c" 3 -0.848722589958737
"922" "a" 6 -1.38885881735061
"923" "b" 4 -1.09591580870576
"924" "a" 4 -0.4708230177065
"925" "b" 5 0.463702617829759
"926" "a" 4 -0.110458592426402
"927" "b" 4 -0.145109767915096
"928" "c" 6 -0.975792334537623
"929" "a" 4 1.86426792085262
"930" "c" 3 2.00308922133345
"931" "b" 5 -0.899664408244935
"932" "c" 7 0.395552288901216
"933" "b" 6 0.519773874491772
"934" "a" 5 1.72307068236536
"935" "b" 8 -0.339945964314817
"936" "a" 7 -0.217771717965028
"937" "c" 4 1.39433237106312
"938" "c" 8 0.0372600473333346
"939" "c" 5 1.6235327088646
"940" "c" 3 0.901722863295057
"941" "c" 4 -1.14843287921492
"942" "a" 5 -0.585112408952555
"943" "b" 4 0.873561026410987
"944" "c" 7 -0.248475361238948
"945" "b" 5 0.449295241047163
"946" "c" 7 0.611774563555823
"947" "c" 3 1.02900810589685
"948" "b" 3 2.96185050777316
"949" "a" 7 0.60104656570238
"950" "b" 5 -0.187752545047181
"951" "a" 7 0.0455469475717743
"952" "b" 3 -0.711004422509405
"953" "b" 4 1.10885746764002
"954" "a" 3 0.0938957568675664
"955" "c" 4 1.23621172930258
"956" "c" 7 -0.384203184323849
"957" "a" 4 -0.197439322024279
"958" "b" 5 -1.39043235657161
"959" "a" 5 -1.55946358049301
"960" "b" 4 -1.16414800369103
"961" "a" 2 -1.41745034912353
"962" "c" 3 0.427972979818094
"963" "b" 3 2.99614780298427
"964" "c" 5 -0.451450627890723
"965" "a" 6 -0.860834337206512
"966" "c" 4 -1.45077186355142
"967" "a" 6 0.0888362301940798
"968" "a" 7 1.63544700627505
"969" "c" 5 2.80143891330545
"970" "a" 5 0.503338605892117
"971" "b" 5 1.18147932687418
"972" "c" 7 1.0628260274126
"973" "c" 4 -0.826391754346244
"974" "a" 6 0.00985058562390863
"975" "b" 7 1.25271927801311
"976" "c" 6 -1.0169541010413
"977" "c" 6 -1.78731900487095
"978" "b" 6 1.25429409338752
"979" "c" 5 -0.766190735921892
"980" "a" 6 -0.133883277352247
"981" "b" 5 -0.668895240196875
"982" "c" 4 0.523021660782357
"983" "b" 3 -0.0398341924476841
"984" "b" 5 -0.616846903686324
"985" "b" 6 -0.132252662366029
"986" "c" 2 0.131712436526503
"987" "b" 5 -0.421865498402945
"988" "a" 7 1.41243284594722
"989" "c" 4 0.347501456020337
"990" "c" 7 1.24734832808404
"991" "a" 6 1.19295036427202
"992" "c" 8 -0.853831590390113
"993" "c" 7 -0.567271917925807
"994" "c" 6 -0.679916808896815
"995" "b" 8 -1.36251337654743
"996" "c" 5 0.583689151930529
"997" "b" 6 -0.698777327358008
"998" "b" 4 -0.636878863478482
"999" "b" 6 0.559624431185403
"1000" "a" 4 0.837573290090228
